car,corner,stint,C,age,grip,lt
VER,7,2,2,18.0,1.6998703616283013,97.733
VER,8,2,2,18.0,0.9290482144371969,97.733
VER,9,2,2,18.0,0.9290482144371969,97.733
VER,10,2,2,18.0,1.2750290117915304,97.733
VER,0,2,2,19.0,1.9534651961488825,97.788
VER,1,2,2,19.0,2.352724524681072,97.788
VER,2,2,2,19.0,2.252240119319046,97.788
VER,3,2,2,19.0,1.1244406598261851,97.788
VER,4,2,2,19.0,1.9776872568037718,97.788
VER,5,2,2,19.0,1.4797610777911978,97.788
VER,6,2,2,19.0,1.0068252638584083,97.788
VER,7,2,2,19.0,1.5893219902454199,97.788
VER,8,2,2,19.0,1.7368776174639475,97.788
VER,9,2,2,19.0,1.7368776174639475,97.788
VER,10,2,2,19.0,1.860093992848069,97.788
VER,0,2,2,20.0,2.366030854023924,97.82
VER,1,2,2,20.0,1.9889177963938587,97.82
VER,2,2,2,20.0,2.505761289875978,97.82
VER,3,2,2,20.0,1.6057432994316516,97.82
VER,4,2,2,20.0,2.031627608902288,97.82
VER,5,2,2,20.0,1.4623503649949905,97.82
VER,6,2,2,20.0,0.8153148461215188,97.82
VER,7,2,2,20.0,1.763225407194936,97.82
VER,8,2,2,20.0,0.7429017540737789,97.82
VER,9,2,2,20.0,0.7429017540737789,97.82
VER,10,2,2,20.0,1.3178484692493797,97.82
VER,0,3,1,2.0,2.891266953123811,94.183
VER,1,3,1,2.0,1.5939434837893385,94.183
VER,2,3,1,2.0,2.2388077573073684,94.183
VER,3,3,1,2.0,1.534363972887834,94.183
VER,4,3,1,2.0,2.4021365290256793,94.183
VER,5,3,1,2.0,1.4778542090170794,94.183
VER,6,3,1,2.0,1.299992325493307,94.183
VER,7,3,1,2.0,1.3879497846392086,94.183
VER,8,3,1,2.0,2.817919973735859,94.183
VER,9,3,1,2.0,2.817919973735859,94.183
VER,10,3,1,2.0,1.373720378301055,94.183
VER,0,3,1,3.0,2.5010448680193154,95.914
VER,1,3,1,3.0,2.6647522392970693,95.914
VER,2,3,1,3.0,1.752186696975634,95.914
VER,3,3,1,3.0,1.5332486639157727,95.914
VER,4,3,1,3.0,1.8118409746291424,95.914
VER,5,3,1,3.0,1.5563721119868492,95.914
VER,6,3,1,3.0,0.8671243201046056,95.914
VER,7,3,1,3.0,1.8234724454412523,95.914
VER,8,3,1,3.0,2.075506777367026,95.914
VER,9,3,1,3.0,2.075506777367026,95.914
VER,10,3,1,3.0,1.5905122745546778,95.914
VER,0,3,1,4.0,2.5906838481221457,95.433
VER,1,3,1,4.0,2.144174320918301,95.433
VER,2,3,1,4.0,1.8214630503763543,95.433
VER,3,3,1,4.0,1.6040797174605008,95.433
VER,4,3,1,4.0,2.413091829294192,95.433
VER,5,3,1,4.0,1.7110744233900466,95.433
VER,6,3,1,4.0,1.1086852572722259,95.433
VER,7,3,1,4.0,1.403767716522671,95.433
VER,8,3,1,4.0,1.3117965243619256,95.433
VER,9,3,1,4.0,1.3117965243619256,95.433
VER,10,3,1,4.0,1.5343848084480145,95.433
VER,0,3,1,5.0,2.5639955748313397,95.248
VER,1,3,1,5.0,1.9259978481060527,95.248
VER,2,3,1,5.0,2.310230691757699,95.248
VER,3,3,1,5.0,1.4948011002948431,95.248
VER,4,3,1,5.0,2.027332548592027,95.248
VER,5,3,1,5.0,1.0774581956667844,95.248
VER,6,3,1,5.0,1.2781885838197748,95.248
VER,7,3,1,5.0,1.8567080625338832,95.248
VER,8,3,1,5.0,1.3866109712511923,95.248
VER,9,3,1,5.0,1.3866109712511923,95.248
VER,10,3,1,5.0,1.4541300195384899,95.248
VER,0,3,1,6.0,2.5643362328643904,95.969
VER,1,3,1,6.0,1.240946791141558,95.969
VER,2,3,1,6.0,1.755564974075578,95.969
VER,3,3,1,6.0,1.6468683438940162,95.969
VER,4,3,1,6.0,2.262040869360429,95.969
VER,5,3,1,6.0,1.2866539472898342,95.969
VER,6,3,1,6.0,1.319535846552845,95.969
VER,7,3,1,6.0,1.7771764144364242,95.969
VER,8,3,1,6.0,1.1948507928615881,95.969
VER,9,3,1,6.0,1.1948507928615881,95.969
VER,10,3,1,6.0,1.1838246366871215,95.969
VER,0,3,1,7.0,2.321025698097374,95.462
VER,1,3,1,7.0,1.7784364320839379,95.462
VER,2,3,1,7.0,2.061829259671266,95.462
VER,3,3,1,7.0,1.8702899609194543,95.462
VER,4,3,1,7.0,2.9800394726020714,95.462
VER,5,3,1,7.0,1.4446214016617949,95.462
VER,6,3,1,7.0,1.4106829635186724,95.462
VER,7,3,1,7.0,1.5509568295643386,95.462
VER,8,3,1,7.0,1.5783164517084505,95.462
VER,9,3,1,7.0,1.5783164517084505,95.462
VER,10,3,1,7.0,1.1351360600790656,95.462
VER,0,3,1,8.0,2.255538199086053,95.915
VER,1,3,1,8.0,1.4007281552907886,95.915
VER,2,3,1,8.0,2.1548842505248085,95.915
VER,3,3,1,8.0,1.3543696655161583,95.915
VER,4,3,1,8.0,1.765667980718969,95.915
VER,5,3,1,8.0,1.40315626562795,95.915
VER,6,3,1,8.0,1.0542608075617568,95.915
VER,7,3,1,8.0,1.6467307359049093,95.915
VER,8,3,1,8.0,1.1727767214584592,95.915
VER,9,3,1,8.0,1.1727767214584592,95.915
VER,10,3,1,8.0,1.4380684287954153,95.915
VER,0,3,1,9.0,2.265506660028158,95.983
VER,1,3,1,9.0,1.6582744057047698,95.983
VER,2,3,1,9.0,1.8859328362892485,95.983
VER,3,3,1,9.0,1.2245528972663762,95.983
VER,4,3,1,9.0,2.166584788098981,95.983
VER,5,3,1,9.0,1.5214709551007641,95.983
VER,6,3,1,9.0,1.0804511947482565,95.983
VER,7,3,1,9.0,1.745912142314656,95.983
VER,8,3,1,9.0,1.3077077885199542,95.983
VER,9,3,1,9.0,1.3077077885199542,95.983
VER,10,3,1,9.0,1.4082520375224379,95.983
VER,0,3,1,10.0,1.9156663187885907,96.22
